名称,0时,1时,2时,3时,4时,5时,6时,7时,8时,9时,10时,11时,12时,13时,14时,15时,16时,17时,18时,19时,20时,21时,22时,23时,24时,25时,26时,27时,28时,29时,质量差计数,缺失数据计数
学7栋7612室电表,0.21,0.27,0.21,0.08,0,0.01,0.01,0,0.03,0.04,0.07,0.06,0.13,0.17,0.19,0.18,0.28,0.3,0.23,0.22,0.34,0.39,0.53,0.22,0.3,0.32,0.2,0.04,0.01,0.01,0,0
学7栋7616室电表,0.18,0.19,0.18,0.11,0.01,0.01,0.02,0.15,0.12,0.08,0.14,0.14,0.12,0.09,0.09,0.08,0.15,0.32,0.32,0.27,0.38,0.46,0.55,0.46,0.32,0.16,0.15,0.13,0.17,0.02,0,0
学7栋7618室电表,0.24,0.17,0.02,0.01,0.02,0.04,0.03,0.01,0.04,0.08,0.01,0.01,0.02,0.02,0.33,0.17,0.2,0.17,0.18,0.37,0.34,0.45,0.55,0.4,0.33,0.06,0.02,0.01,0.01,0.01,0,0
学7栋7623室电表,0.39,0.32,0.2,0.18,0.21,0.17,0.13,0.08,0.08,0.08,0.08,0.08,0.06,0.13,0.18,0.1,0.08,0.07,0.08,0.07,0.68,0.54,0.26,0.35,0.17,0.09,0.09,0.07,0.06,0.06,0,0
学7栋7625室电表,0.47,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.08,0.08,0.08,0.09,0.2,0.27,0.54,0.45,0.52,0.32,0.26,0.27,0.46,0.55,0.57,0.48,0.37,0.01,0.02,0.02,0.02,0,0
学7栋7626室电表,0.54,0.49,0.21,0.05,0.06,0.06,0.04,0.09,0.13,0.31,0.23,0.13,0.18,0.34,0.45,0.4,0.33,0.32,0.47,0.19,0.24,0.27,0.48,0.32,0.29,0.21,0.24,0.08,0.06,0.05,0,0
学7栋7627室电表,0.37,0.21,0.14,0.02,0,0.01,0.01,0.01,0.06,0.16,0.22,0.11,0.12,0.1,0.19,0.21,0.18,0.21,0.22,0.33,0.2,0.46,0.57,0.57,0.35,0.23,0.07,0.02,0.01,0.01,0,0
学7栋7628室电表,0.05,0.09,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.04,0.12,0.13,0.32,0.28,0.33,0.39,0.54,0.42,0.49,0.56,0.48,0.36,0.16,0.04,0.05,0.03,0.02,0.02,0,0
学7栋7630室电表,0.1,0.02,0.01,0,0.01,0.01,0.01,0.01,0.37,0.4,0.22,0.24,0.25,0.35,0.32,0.37,0.24,0.44,0.5,0.34,0.19,0.48,0.37,0.4,0.21,0.01,0.01,0.02,0.01,0.01,0,0
学7栋7635室电表,0.37,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.1,0.01,0.11,0.3,0.25,0.41,0.55,0.22,0.15,0.15,0.17,0.58,0.63,0.52,0.19,0,0.01,0.01,0,0.01,0,0
学7栋7637室电表,0.33,0.14,0.54,0.72,0.56,0.53,0.55,0.53,0.51,0.6,0.54,0.58,0.56,0.56,0.54,0.77,0.51,0.49,0.54,0.51,0.49,0.56,0.58,0.57,0.58,0.52,0.63,0.48,0.02,0.02,0,0
学7栋7642室电表,0.33,0.22,0.08,0.08,0.02,0.02,0.02,0.02,0.23,0.23,0.07,0.02,0.02,0.09,0.16,0.23,0.29,0.19,0.15,0.12,0.09,0.14,0.2,0.4,0.42,0.27,0.06,0.03,0.03,0,0,0
学9栋9103室电表,0.21,0.04,0.05,0.04,0.01,0.01,0.01,0.03,0.06,0.03,0.01,0.01,0.02,0.29,0.52,0.42,0.32,0.13,0.2,0.39,0.46,0.37,0.41,0.39,0.41,0.25,0.06,0.04,0.03,0.02,0,0
学9栋9105室电表,0.75,0.23,0.21,0.18,0.24,0.19,0.12,0.04,0.03,0.01,0,0.73,1.29,1.09,0.19,0.09,0.2,0.21,0.15,0.2,0.21,0.18,1.13,0.9,1.07,0.72,0.64,0.84,0.55,0.55,0,0
学9栋9107室电表,0.46,0.19,0.15,0.07,0.04,0.02,0.02,0.01,0.04,0.02,0.01,0.34,0.54,0.26,0.07,0.01,0.02,0.07,0.21,0.12,0.21,0.25,0.68,0.61,0.66,0.2,0.15,0.05,0.02,0.01,0,0
学9栋9108室电表,0.31,0.2,0.03,0,0.02,0,0.01,0.02,0.07,0,0.01,0.01,0.01,0.03,0.16,0.06,0.07,0.07,0.13,0.45,0.64,0.41,0.61,0.38,0.51,0.25,0.09,0.06,0.03,0.02,0,0
学9栋9110室电表,0.37,0.35,0.13,0.03,0.03,0.02,0.01,0.02,0.04,0.01,0,0.02,0.01,0.4,0.52,0.46,0.37,0.04,0.14,0.46,0.47,0.4,0.34,0.45,0.37,0.08,0.02,0.02,0.01,0.02,0,0
学9栋9119室电表,0.4,0.29,0.16,0.03,0.01,0.02,0.02,0.01,0.35,0.45,0.29,0.56,0.64,0.32,0.17,0.08,0.44,0.05,0.26,0.53,0.21,0.15,0.51,0.58,0.53,0.11,0.04,0.02,0.03,0.01,0,0
学9栋9120室电表,0.34,0.14,0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.03,0.01,0.13,0.25,0.19,0.06,0.12,0.41,0.31,0.32,0.32,0.29,0.27,0.33,0.4,0.42,0.08,0.03,0.03,0.02,0.01,0,0
学9栋9123室电表,0.11,0.13,0.1,0.06,0.05,0.07,0.06,0.05,0.07,0.1,0.17,0.32,0.19,0.13,0.12,0.09,0.22,0.12,0.15,0.4,0.09,0.15,0.41,0.24,0.2,0.1,0.09,0.08,0.08,0.07,0,0
学9栋9125室电表,0.71,0.35,0.2,0.19,0.16,0.12,0.09,0.1,0.28,0.62,0.24,0.36,0.51,0.48,0.33,0.33,0.43,0.27,0.26,0.38,0.45,0.44,0.45,0.47,0.63,0.46,0.24,0.15,0.11,0.08,0,0
学9栋9128室电表,0.37,0.3,0.09,0.08,0.05,0.07,0.05,0.07,0.07,0.07,0.05,0.06,0.06,0.27,0.38,0.22,0.26,0.07,0.28,0.24,0.13,0.39,0.5,0.7,0.72,0.2,0.08,0.06,0.07,0.05,0,0
学9栋9129室电表,0.27,0.27,0.14,0.14,0.15,0.17,0.14,0.14,0.19,0.54,0.31,0.23,0.17,0.64,0.36,0.1,0.14,0.12,0.29,0.33,0.35,0.38,0.56,0.44,0.28,0.12,0.12,0.1,0.13,0.09,0,0
学9栋9131室电表,0.33,0.14,0.11,0.11,0.03,0.04,0.03,0.03,0.06,0.07,0.3,0.45,0.44,0.21,0.26,0.12,0.47,0.12,0.21,0.39,0.22,0.51,0.69,0.5,0.15,0.11,0.1,0.11,0.09,0.03,0,0
学9栋9132室电表,0.12,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.23,0.02,0,0,0,0.39,0.34,0.32,0.38,0.15,0.2,0.34,0.18,0.25,0.43,0.53,0.15,0.02,0.02,0.02,0.01,0.01,0,0
学9栋9142室电表,0.27,0.21,0.04,0.04,0.03,0.02,0.04,0.02,0.14,0.4,0.42,0.03,0.03,0.23,0.98,0.45,0.28,0.03,0.15,0.53,0.19,0.27,0.64,0.37,0.38,0.31,0.09,0.03,0.02,0.03,0,0
学9栋9146室电表,0.43,0.15,0.04,0.01,0.01,0,0.01,0.01,0.08,0.12,0.46,0.01,0.01,0.22,0.09,0.03,0.02,0.02,0.14,0.47,0.43,0.33,0.8,0.29,0.17,0.05,0.01,0.02,0.01,0.01,0,0
学9栋9148室电表,0.25,0.24,0.33,0.24,0.43,0.1,0.11,0.08,0.1,0.13,0.12,0.09,0.08,0.29,0.16,0.1,0.08,0.01,0.08,0.47,0.3,0.4,0.54,0.34,0.25,0.09,0.03,0.04,0.02,0.02,0,0
学9栋9201室电表,0.52,0.35,0.13,0.05,0.03,0.02,0.02,0.02,0.06,0.18,0.31,0.59,0.64,0.48,0.16,0.12,0.35,0.74,0.85,0.32,0.08,0.34,0.76,0.43,0.52,0.34,0.06,0.04,0.04,0.01,0,0
学9栋9203室电表,0.44,0.45,0.3,0.28,0.02,0.03,0.02,0,0.04,0.01,0.01,0.01,0.03,0.02,0.14,0.19,0.31,0.21,0.53,0.26,0.07,0.09,0.66,0.44,0.46,0.4,0.3,0.05,0.02,0.02,0,0
学9栋9205室电表,0.26,0.08,0.07,0.04,0.03,0.02,0.01,0.01,0.1,0.17,0.23,0.12,0.12,0.13,0.16,0.2,0.15,0.03,0.34,0.27,0.18,0.33,0.35,0.42,0.39,0.09,0.03,0.02,0.03,0.03,0,0
学9栋9207室电表,0.43,0.17,0.09,0.06,0.04,0.05,0.06,0.05,0.24,0.37,0.31,0.23,0.24,0.18,0.07,0.45,0.09,0.05,0.32,0.39,0.29,0.34,0.57,0.72,0.33,0.26,0.3,0.08,0.2,0.2,0,0
学9栋9208室电表,0.28,0.38,0.35,0.13,0.08,0.05,0.05,0.03,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.02,0.1,0.2,0.32,0.25,0.09,0.1,0.38,0.52,0.28,0.17,0.08,0.07,0.22,0.12,0,0
学9栋9210室电表,0.37,0.3,0.08,0.03,0.02,0.02,0.04,0.02,0.14,0.03,0.03,0.69,0.77,0.6,0.57,0.03,0.02,0.2,0.56,0.61,0.69,0.97,0.99,0.84,0.65,0.53,0.32,0.03,0.02,0.03,0,0
学9栋9211室电表,0.33,0.25,0.29,0.26,0.26,0.25,0.25,0.27,0.28,0.26,0.28,0.37,0.96,1.04,0.67,0.12,0.35,0.28,0.33,0.4,0.43,0.38,0.51,0.44,0.33,0.3,0.3,0.3,0.26,0.1,0,0
学9栋9213室电表,0.37,0.3,0.02,0.03,0.03,0.02,0.03,0.04,0.2,0.3,0.42,0.08,0.05,0.41,0.22,0.05,0.05,0.22,0.51,0.64,0.71,0.7,0.83,0.83,0.77,0.24,0.14,0.1,0.1,0.11,0,0
学9栋9215室电表,0.26,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.15,0.25,0.19,0.01,0,0.69,0.63,0.1,0.09,0.09,0.26,0.47,0.7,0.8,0.9,0.92,0.76,0.53,0.6,0.46,0.46,0.46,0,0
学9栋9216室电表,0.83,0.15,0.06,0.08,0.07,0.06,0.07,0.1,0.09,0.1,0.14,0.1,0.1,0.14,0.14,0.1,0.1,0.11,0.23,0.43,0.38,0.43,0.46,0.25,0.42,0.75,0.12,0.02,0.02,0.02,0,0
学9栋9217室电表,0.38,0.06,0.05,0.04,0.04,0.03,0.03,0.05,0.06,0.05,0.04,0.03,0.03,0.11,0.24,0.04,0.03,0.03,0.16,0.54,0.42,0.45,0.72,0.72,0.29,0.24,0.29,0.22,0.17,0.03,0,0
学9栋9218室电表,0.43,0.24,0.15,0.05,0.03,0.04,0.04,0.04,0.09,0.18,0.25,0.1,0.11,0.34,0.41,0.18,0.27,0.35,0.42,0.13,0.08,0.17,0.79,0.43,0.18,0.07,0.05,0.03,0.03,0.04,0,0
学9栋9219室电表,0.1,0.05,0.03,0.03,0.02,0.02,0.02,0.03,0.12,0.39,0.31,0.14,0.07,0.16,0.27,0.3,0.23,0.17,0.37,0.18,0.27,0.24,0.36,0.25,0.15,0.03,0.02,0.02,0.01,0.01,0,0
学9栋9220室电表,0.48,0.05,0.03,0.03,0.01,0.01,0.02,0.01,0.17,0.49,0.49,0.12,0.08,0.2,0.59,0.47,0.44,0.41,0.29,0.27,0.09,0.2,0.65,0.56,0.39,0.26,0.09,0.05,0.05,0.06,0,0
学9栋9225室电表,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.05,0.06,0.05,0.19,0.09,0.12,0.26,0.42,0.36,0.34,0.39,0.6,0.44,0.22,0.18,0.08,0.08,0.04,0.03,0.04,0,0
学9栋9228室电表,0.12,0.09,0.09,0.11,0.09,0.08,0.09,0.11,0.09,0.09,0.12,0.11,0.16,0.32,0.32,0.22,0.23,0.29,0.36,0.54,0.36,0.33,0.36,0.39,0.1,0.09,0.15,0.21,0.21,0.21,0,0
学9栋9229室电表,0.53,0.02,0.03,0.03,0.01,0.01,0.01,0.02,0.11,0.27,0.3,0.41,0.31,0.38,0.32,0.4,0.32,0.32,0.36,0.74,0.59,0.53,0.7,0.68,0.65,0.22,0.02,0.01,0.01,0.01,0,0
学9栋9233室电表,0.48,0.44,0.1,0.06,0.03,0.05,0.03,0.21,0.06,0.05,0.05,0.04,0.03,0.4,0.48,0.11,0.32,0.07,0.06,0.14,0.06,0.05,0.37,0.5,0.1,0.02,0.04,0.02,0.01,0.02,0,0
学9栋9236室电表,0.22,0.16,0.12,0.04,0,0.01,0,0.01,0.03,0.02,0.01,0.17,0.22,0.23,0.22,0.28,0.24,0.22,0.14,0.28,0.31,0.35,0.25,0.15,0,0.01,0.01,0.18,0.23,0.3,0,0
学9栋9238室电表,0.25,0.35,0.26,0.25,0.34,0.26,0.14,0.02,0.02,0.01,0,0.02,0,0.21,0.25,0.34,0.15,0.42,0.3,0.21,0.52,0.35,0.29,0.43,0.28,0.25,0.27,0.27,0.26,0.23,0,0
学9栋9240室电表,0.39,0.04,0.07,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.15,0.2,0.19,0.07,0.09,0.09,0.22,0.32,0.42,0.43,0.54,0.47,0.06,0.09,0.08,0.03,0.02,0,0
学9栋9248室电表,0.79,0.33,0.08,0.04,0,0.01,0.01,0.02,0.08,0.01,0,0.01,0,0.07,0.05,0.05,0.26,0.39,0.39,0.59,0.66,0.65,0.85,1.07,0.66,0.23,0.08,0.05,0.03,0.03,0,0
学9栋9306室电表,0.06,0.02,0.08,0.11,0.08,0.09,0.1,0.09,0.12,0.09,0.09,0.08,0.04,0.05,0.02,0,0.01,0.01,0.02,0.06,0.06,0.17,0.15,0.83,0.75,0.59,0.68,0.57,0.55,0.7,0,0
学9栋9307室电表,0.68,0.18,0.02,0.02,0.02,0.02,0.02,0.02,0.19,0.04,0.01,0.24,0.54,0.55,0.04,0.02,0.03,0.61,0.58,0.46,0.22,0.48,0.31,0.21,0.11,0.08,0.75,0.5,0.39,0.51,0,0
学9栋9313室电表,0.27,0.18,0.09,0.09,0.11,0.09,0.11,0.09,0.14,0.12,0.1,0.2,0.31,0.4,0.26,0.19,0.22,0.53,0.4,0.64,0.42,0.52,0.33,0.39,0.46,0.34,0.16,0.1,0.09,0.12,0,0
学9栋9316室电表,0.32,0.09,0.03,0.01,0.02,0.01,0.01,0.03,0.07,0.01,0,0.26,0.42,0.34,0.27,0.12,0.09,0.08,0.1,0.26,0.33,0.59,0.37,0.32,0.35,0.08,0.03,0.03,0.01,0.02,0,0
学9栋9317室电表,0.6,0.54,0.38,0.28,0.12,0.1,0.11,0.09,0.1,0.34,0.3,0.14,0.09,0.25,0.17,0.1,0.13,0.53,0.56,0.57,0.55,0.66,0.74,0.46,0.63,0.37,0.2,0.06,0.06,0.07,0,0
学9栋9319室电表,0.3,0.03,0.15,0.2,0.14,0.01,0.01,0.02,0.18,0.11,0.03,0.09,0.11,0.28,0.03,0.01,0.02,0.36,0.37,0.25,0.33,0.36,0.69,0.72,0.52,0.21,0.04,0.15,0.2,0.12,0,0
学9栋9320室电表,0.32,0.28,0.11,0.06,0.07,0.08,0.1,0.09,0.31,0.38,0.26,0.64,0.84,0.87,0.39,0.25,0.3,0.29,0.29,0.77,0.56,0.69,1.07,1.04,0.95,0.65,0.44,0.18,0.11,0.16,0,0
学9栋9321室电表,0.24,0.12,0.09,0.09,0.07,0.06,0.07,0.06,0.24,0.46,0.24,0.18,0.13,0.18,0.3,0.13,0.17,0.56,0.47,0.38,0.71,0.49,0.51,0.37,0.25,0.21,0.16,0.11,0.1,0.13,0,0
学9栋9325室电表,0.3,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.31,0.26,0.74,0.84,0.54,0.08,0.05,0.04,0.75,0.65,0.5,0.25,0.5,0.56,0.2,0.21,0.05,0.01,0.02,0,0.02,0,0
学9栋9327室电表,0.38,0.45,0.34,0.21,0.01,0.01,0.01,0.01,0.11,0.57,0.46,0.5,0.42,0.14,0.12,0.01,0.05,0.96,0.92,0.7,0.52,0.84,1.28,0.85,0.56,0.2,0.21,0.06,0.01,0.01,0,0
学9栋9328室电表,0.14,0.1,0.04,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0,0.14,0.21,0.2,0.09,0.07,0.01,0.22,0.66,0.86,0.51,0.59,0.54,0.36,0.34,0.15,0.05,0.03,0.02,0.01,0,0
学9栋9330室电表,0.22,0.16,0.08,0.05,0.05,0.01,0.01,0.02,0.04,0.06,0.05,0.27,0.11,0.24,0.12,0.01,0.03,0.25,0.19,0.36,0.29,0.26,0.71,0.53,0.16,0.08,0.04,0.02,0.01,0.02,0,0
学9栋9331室电表,0.32,0.17,0.14,0.03,0.04,0.02,0.02,0.01,0.06,0.21,0.19,0.32,0.45,1.12,0.55,0.37,0.43,0.55,0.77,0.87,0.52,0.65,0.79,0.75,0.36,0.04,0.03,0.02,0.01,0.01,0,0
学9栋9335室电表,0.49,0.4,0.33,0.06,0.03,0.02,0.03,0.02,0.03,0.02,0.01,0.01,0.01,0.31,0.39,0.27,0.31,0.33,0.34,0.35,0.35,0.25,0.66,0.53,0.57,0.39,0.3,0.05,0.04,0.03,0,0
学9栋9340室电表,0.18,0.13,0.05,0.02,0.02,0.01,0.02,0.03,0.02,0.06,0.01,0.26,0.28,0.33,0.28,0.21,0.26,0.35,0.35,0.31,0.36,0.39,0.43,0.1,0.06,0.05,0.03,0.03,0.01,0.02,0,0
学9栋9346室电表,0.37,0.23,0.24,0.19,0.22,0.17,0.18,0.22,0.26,0.38,0.31,0.36,0.31,0.29,0.34,0.34,0.38,0.36,0.29,0.26,0.35,0.41,0.56,0.53,0.46,0.25,0.11,0.03,0.01,0.02,0,0
学9栋9350室电表,0.7,0.58,0.47,0.19,0.22,0.03,0.13,0.27,0.22,0.33,0.34,0.3,0.41,0.52,0.75,0.65,1.26,1.2,1.16,0.93,0.79,0.71,0.73,0.21,0.07,0.06,0.06,0.06,0.02,0.03,0,0
学9栋9352室电表,0.47,0.36,0.39,0.36,0.11,0.03,0.02,0.02,0.01,0.01,0,0,0,0.02,0.02,0.01,0.02,0.03,0.27,0.3,0.41,0.29,0.45,0.34,0.36,0.69,0.44,0.6,0.5,0.54,0,0
学9栋9402室电表,0.29,0.2,0.2,0.18,0.19,0.14,0.15,0.16,0.13,0.22,0.19,0.19,0.2,0.29,0.3,0.1,0.14,0.12,0.16,0.26,0.23,0.32,0.28,0.34,0.16,0.07,0.08,0.11,0.05,0.06,0,0
学9栋9405室电表,0.6,0.27,0.12,0.09,0.03,0.02,0.01,0.03,0.07,0.03,0.01,0.01,0.01,0.24,0.36,0.02,0.09,0.44,0.31,0.29,0.25,0.45,0.45,0.18,0.05,0.07,0.01,0.04,0.02,0.02,0,0
学9栋9410室电表,0.5,0.15,0.05,0.04,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.23,0.27,0.65,0.46,0.26,0.27,0.33,0.41,0.41,0.65,0.69,0.78,0.46,0.31,0.18,0.1,0.11,0.1,0.09,0,0
学9栋9412室电表,0.14,0.05,0.07,0.05,0.04,0.05,0.04,0.27,0.27,0.37,0.39,0.13,0.05,0.3,0.36,0.01,0,0.01,0.06,0.38,0.54,0.47,0.7,0.55,0.47,0.07,0.04,0.06,0.05,0.04,0,0
学9栋9413室电表,0.54,0.13,0.06,0.05,0.04,0.04,0.04,0.05,0.09,0.14,0.06,0.06,0.06,0.08,0.1,0.05,0.04,0.05,0.1,0.41,0.05,0.04,0.53,0.39,0.4,0.45,0.14,0.04,0.05,0.04,0,0
学9栋9419室电表,0.36,0.17,0.18,0.04,0.04,0.04,0.04,0.03,0.09,0.02,0.26,0.15,0.06,0.31,0.24,0.01,0,0.02,0.07,0.4,0.47,0.41,0.26,0.5,0.32,0.31,0.05,0.04,0.03,0.03,0,0
学9栋9420室电表,0.51,0.03,0.01,0.03,0,0.01,0.01,0,0.03,0.04,0.02,0.01,0,0.27,0.45,0,0.01,0,0.16,0.52,0.29,0.31,0.58,0.65,0.41,0.07,0.01,0.01,0.01,0,0,0
学9栋9421室电表,0.21,0.05,0.05,0.03,0.04,0.04,0.03,0.04,0.08,0.06,0.03,0.03,0.04,0.3,0.23,0.03,0.03,0.04,0.08,0.35,0.37,0.34,0.49,0.5,0.27,0.21,0.05,0.05,0.04,0.03,0,0
学9栋9423室电表,0.81,0.23,0.03,0.02,0.01,0.01,0.01,0.02,0.19,0.03,0.04,0.02,0.02,0.4,0.34,0.16,0.13,0.16,0.25,0.64,0.65,0.71,0.67,0.9,0.68,0.2,0.02,0.01,0.01,0.01,0,0
学9栋9427室电表,0.36,0.07,0.03,0.01,0.01,0.02,0.01,0.01,0.1,0.24,0.19,0.02,0.02,0.34,0.42,0.48,0.23,0.01,0.1,0.55,0.26,0.17,0.43,0.61,0.23,0.05,0.02,0.02,0.02,0.01,0,0
学9栋9428室电表,0.05,0.03,0.03,0.03,0.03,0.03,0.02,0.05,0.2,0.06,0.09,0.07,0.08,0.62,0.24,0.09,0.07,0.09,0.28,0.32,0.29,0.25,0.2,0.71,0.34,0.12,0.01,0.02,0.01,0.01,0,0
学9栋9429室电表,0.13,0.06,0.06,0.06,0.04,0.06,0.05,0.04,0.31,0.04,0.03,0.02,0.03,0.14,0.1,0.15,0.12,0.07,0.05,0.09,0.12,0.14,0.82,0.73,0.43,0.4,0.31,0.07,0.08,0.04,0,0
学9栋9430室电表,0.48,0.02,0.01,0.03,0,0.01,0.01,0.01,0.02,0.01,0.01,0.08,0.12,0.43,0.29,0.01,0,0.01,0.07,0.61,0.62,0.45,0.58,0.77,0.25,0.03,0.01,0.02,0.01,0.01,0,0
学9栋9431室电表,0.68,0.12,0.1,0.24,0.18,0.04,0.04,0.04,0.17,0.06,0.06,0.06,0.06,0.31,0.31,0.28,0.1,0.02,0.03,0.08,0.07,0.07,0.32,0.52,0.34,0.33,0.15,0.03,0.04,0.04,0,0
学9栋9432室电表,0.25,0.13,0.13,0.15,0.13,0.15,0.13,0.16,0.19,0.14,0.15,0.13,0.15,0.29,0.17,0.15,0.15,0.1,0.12,0.43,0.43,0.55,0.58,0.8,0.09,0.08,0.06,0.06,0.07,0.05,0,0
学9栋9433室电表,0.67,0.16,0.04,0.06,0.03,0.04,0.03,0.03,0.15,0.01,0,0,0,0.24,0.36,0.34,0.39,0.31,0.18,0.16,0.05,0.1,0.26,0.56,0.33,0.2,0.11,0.13,0.18,0.13,0,0
学9栋9436室电表,0.24,0.18,0.2,0.24,0.19,0.22,0.18,0.21,0.2,0.03,0.13,0.07,0.07,0.09,0.28,0.08,0.06,0.06,0.1,0.19,0.21,0.22,0.31,0.36,0.19,0.17,0.18,0.17,0.21,0.25,0,0
学9栋9437室电表,0.42,0.09,0.07,0.11,0.08,0.09,0.08,0.07,0.37,0.05,0.07,0.05,0.07,0.22,0.14,0.11,0.08,0.18,0.18,0.16,0.22,0.3,0.2,0.39,0.23,0.11,0.07,0.06,0.09,0.05,0,0
学9栋9440室电表,0.3,0.12,0.09,0.11,0.07,0.09,0.07,0.07,0.13,0.07,0.08,0.06,0.08,0.31,0.37,0.44,0.27,0.28,0.3,0.47,0.08,0.09,0.45,0.44,0.23,0.16,0.08,0.07,0.08,0.07,0,0
学9栋9442室电表,0.36,0.05,0.03,0.05,0.04,0.02,0.03,0.02,0.03,0.01,0.02,0.02,0.01,0.13,0.42,0.67,0.37,0.16,0.64,0.58,0.32,0.34,0.76,0.84,0.6,0.32,0.06,0.04,0.03,0.02,0,0
学9栋9448室电表,0.19,0.05,0.03,0.04,0.03,0.04,0.04,0.03,0.12,0.26,0.33,0.12,0.13,0.21,0.26,0.24,0.23,0.18,0.2,0.25,0.14,0.28,0.35,0.39,0.06,0.05,0.03,0.03,0.04,0.03,0,0
学9栋9522室电表,0.03,0.03,0.06,0.59,0.56,0.04,0.01,0.01,0.01,0.01,0,0,0,0.61,0.51,0,0,0,0.06,0.18,0.85,0.66,0.7,0.66,0.61,0.58,0.6,0.61,0.62,0.6,0,0
