名称,0时,1时,2时,3时,4时,5时,6时,7时,8时,9时,10时,11时,12时,13时,14时,15时,16时,17时,18时,19时,20时,21时,22时,23时,24时,25时,26时,27时,28时,29时,质量差计数,缺失数据计数
学3栋3610室电表,0.48,0.1,0.03,0.05,0.04,0.04,0.03,0.04,0.03,0.14,0.11,0.06,0.07,0.23,0.52,0.4,0.09,0,0.02,0.06,0.12,0.44,0.28,0.3,0.28,0.07,0.01,0.01,0,0.01,0,0
学3栋3613室电表,0.18,0.16,0.08,0.08,0.06,0.05,0.04,0.04,0.02,0.25,0.17,0.15,0.13,0.13,0.14,0.19,0.26,0.19,0.19,0.33,0.23,0.31,0.25,0.38,0.24,0.14,0.11,0.08,0.07,0.06,0,0
学3栋3616室电表,0.39,0.28,0.04,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.11,0.68,0.73,0.64,0.55,0.13,0.07,0.48,0.53,0.29,0.83,0.66,0.63,0.49,0.15,0.02,0.02,0.01,0.01,0,0
学3栋3617室电表,0.56,0.43,0.42,0.32,0.1,0.03,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.03,0.04,0.03,0.19,0.18,0.2,0.21,0.52,0.42,0.44,0.18,0.03,0.02,0.02,0.02,0.01,0,0
学3栋3618室电表,0.52,0.38,0.11,0.05,0.08,0.13,0.05,0.05,0.08,0.12,0.05,0.02,0.02,0.06,0.11,0.09,0.07,0.2,0.42,0.41,0.21,0.36,0.39,0.4,0.24,0.21,0.12,0.08,0.04,0.04,0,0
学3栋3621室电表,0.28,0.09,0.01,0,0.01,0.01,0,0.03,0.18,0.25,0.28,0.1,0.14,0.21,0.33,0.12,0.13,0.51,0.28,0.25,0.16,0.43,0.46,0.25,0.45,0.03,0.01,0,0.02,0,0,0
学3栋3622室电表,0.29,0.36,0.41,0.38,0.04,0.04,0.02,0.02,0.01,0,0,0,0,0,0.02,0.05,0.01,0.29,0.38,0.46,0.38,0.3,0.38,0.36,0.25,0.4,0.08,0.06,0.01,0,0,0
学3栋3625室电表,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.04,0.03,0.03,0.01,0.02,0.01,0.21,0.24,0.12,0.11,0.33,0.33,0.29,0.31,0.3,0.47,0.41,0.15,0.1,0.11,0.11,0.08,0.08,0,0
学3栋3630室电表,0.2,0.06,0.03,0.02,0.01,0.01,0,0.02,0.03,0,0.01,0,0.01,0.11,0.29,0.5,0.46,0.35,0.28,0.15,0.14,0.44,0.67,0.46,0.07,0.09,0.2,0.01,0.02,0.01,0,0
学3栋3632室电表,0.24,0.25,0.09,0.09,0.09,0.06,0.08,0.07,0.06,0.15,0.17,0.13,0.17,0.34,0.14,0.02,0.02,0.07,0.11,0.29,0.28,0.43,0.32,0.22,0.11,0.05,0.02,0.01,0.01,0.01,0,0
学3栋3640室电表,0.23,0.22,0.22,0.22,0.08,0.01,0.02,0.01,0.21,0.02,0,0.19,0.16,0.15,0.14,0.04,0.03,0.28,0.3,0.45,0.35,0.43,0.41,0.26,0.15,0.1,0.06,0.06,0.05,0.05,0,0
学5栋5103室电表,0.84,0.04,0.05,0.04,0.03,0.04,0.04,0.11,0.07,0.04,0.03,0.42,1.27,0.03,0.03,0.03,0.88,0.75,0.51,0.04,0.03,0.03,0.03,0.16,0.72,0.04,0.04,0.05,0.04,0.05,0,0
学5栋5105室电表,0.31,0,0,0.01,0,0,0.01,0.61,0,0.01,0,0,0,0.45,0.09,0.02,0.01,0,0,0.37,0.14,1.92,0.13,1.99,0.01,0,0,0.01,0,0,0,0
学5栋5106室电表,0.45,0,0.23,0,0,0.01,0.21,0.2,0.03,0.21,0,0.21,0.01,0,0.02,0.04,0.22,0,0.01,0,0,1.31,0.59,1.3,0.93,0.02,0.22,0,0.01,0,0,0
学5栋5107室电表,0,0.21,0.19,0.01,0,0.2,0.01,0.22,0.24,0.22,0,0.19,0.02,0,1.41,0.23,0.05,0.21,0,0.2,1.56,2.13,0.96,0.23,0.02,0.21,0.01,0.2,0.01,0.21,0,0
学5栋5108室电表,0.04,0.04,0.03,0.4,0.04,0.09,0.32,0.03,0.01,0.33,0.02,0.01,0.02,0.34,0.02,0.27,0.11,0.02,0.01,0.33,0.01,0.02,0.01,0.02,0.38,0.45,0.05,0.41,0.05,0.33,0,0
学5栋5110室电表,0.65,0.01,0.02,0.03,0.03,0.02,0.01,0.41,0.33,0.03,0.37,0.03,0.02,0.02,0.01,0.02,0.01,0.03,0.39,0.12,0.02,0.02,0.74,1.1,0.45,0,0,0,0,0.01,0,0
学5栋5112室电表,0.25,0.01,0.23,0.08,0.01,0.01,0.01,0.34,0.01,0.01,0,0.32,1.27,0.07,0.29,0.01,0,0.01,0.65,0.04,0.02,0.02,0.91,1.4,0.5,0.01,0.29,0.02,0.01,0.01,0,0
学5栋5113室电表,0,0.02,0.29,0,0,0,0.3,0.5,0.3,0,0,0.32,0,0.36,0.29,0.09,0.9,0.93,0.97,0.3,0.1,1.89,2.12,2.03,0.58,0,0,0.3,0,0,0,0
学5栋5116室电表,0.18,0.13,0.01,0,0.29,0,0.01,0.03,0.21,0.02,0.01,0.01,0.31,0.05,0.25,0.01,0.01,0.39,0.01,0,0.22,1.31,1.46,0.05,0.28,0.01,0.01,0.01,0.23,0.25,0,0
学5栋5117室电表,0.02,0.25,0.01,0,0.25,0,0,0.32,0.32,0.24,0.23,0,0,0.24,0.47,0.25,0.02,0.24,0,0,0.95,2.18,1.02,0.28,0.03,0.25,0.01,0.24,0,0.02,0,0
学5栋5118室电表,2.14,1.7,0.14,0.14,0.14,0.14,0.64,0.12,0.14,0.15,0.14,0.47,0.1,0.14,0.14,0.14,0.19,0.51,0.15,0.16,0.18,0.15,0.48,1.87,1.76,0.15,0.14,0.14,0.15,0.66,0,0
学5栋5119室电表,1.75,0.02,0.01,0.3,0.01,0,0.01,0.35,0.22,0.12,0,0.29,0,0,0.6,0,0.29,0.01,0,0,1.12,2.14,1.46,0.53,0.5,0.2,0.1,0,0.01,0.29,0,0
学5栋5120室电表,0.02,0.01,0.32,0,0,0.01,0,0.36,0.85,0.01,0.33,0,0,0,0.13,0.27,0,0,0.01,0.36,1.4,2.17,0.82,0.02,0,0.02,0.36,0.01,0,0.01,0,0
学5栋5122室电表,0.21,0.18,0.52,2.29,2.14,2.03,0.29,0.19,0.19,0,0.19,0,0.25,0.5,0.26,0.2,0.01,0.01,0.18,0.01,0.13,0.07,0.01,0,0.21,0,0.01,1.44,2.03,1.94,0,0
学5栋5123室电表,0.01,0.02,0.32,0,0.01,0,0.01,0.69,1.46,0.45,0,0.33,0,0.01,0.5,0.28,0.42,0.01,0,0.33,0.18,2.27,2.03,1.71,0.01,0.01,0.33,0,0.01,0,0,0
学5栋5125室电表,0.93,1.22,0.01,0.01,0.01,0.02,0.03,0.42,0.02,0,0.01,0,0,0.79,0.53,0,0,0.38,0.01,0.02,0,0.01,0.39,0,0.01,0.01,0.42,0.01,0.01,0,0,0
学5栋5126室电表,1.23,0.17,0.13,0.13,0.14,0.13,0.13,0.12,0.11,0.13,0.11,0.08,0.11,0.12,0.11,0.12,0.11,0.14,0.12,0.11,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0,0
学5栋5130室电表,0,0,0.01,0,0.27,0,0.01,0,0,0.37,0.15,0.01,0.27,0.01,0.01,0,0.01,0.26,0.01,0.02,1.88,0.79,0.01,0.27,0,0,0.01,0,0.27,0,0,0
学5栋5131室电表,0.35,0,0,0,0.28,0.01,0.55,0.29,0,0.02,0.1,0.62,0,0,0,0.3,0.34,0,0,0,0.04,1.54,1.28,0,0,0,0.28,0,0,0.01,0,0
学5栋5133室电表,0,0,0.34,1.65,0.94,0.62,0.01,0.55,0.01,0.01,0.55,0,0.38,0.01,0.02,0.38,0,0.01,0,0.01,0,0.39,0.01,0,0.01,0,0.01,1.64,1.58,0.01,0,0
学5栋5136室电表,0.25,0.02,0,0.26,0.01,0,0.01,0.28,0.01,0.04,0.27,0.04,0.01,0.01,0.27,0.01,0.01,0.01,0.02,0.32,0.04,0.58,0.47,1.36,2.21,0.05,0.3,0.01,0.01,0.28,0,0
学5栋5137室电表,0.29,1.14,1.18,0,0.19,0.11,0,0,0.04,0.26,0,0,0.01,0.37,0.03,0.08,0.36,0,0.02,0.07,0.34,0.04,2,1.94,0.56,0.28,0,0.01,0.21,0.09,0,0
学5栋5138室电表,0.01,0,0.27,0.01,0,0.02,0,0.01,0.55,0.03,0.28,0.01,0.03,0.35,0.01,0.01,1.15,0.8,0.36,1.24,1.84,1.3,1.58,0.02,0.02,0.02,0,0.03,0.01,0.33,0,0
学5栋5139室电表,0.03,0.2,0.01,0.21,0.01,0.01,0.01,0.22,0.02,0.04,1.22,1.96,0.18,0.07,0.16,0.02,0.18,1.26,1.13,0.04,0.38,1.37,0.15,0.11,0.21,0,0.01,0.22,0,0.01,0,0
学5栋5140室电表,0.01,1.25,1.65,2.02,0.89,0.26,0.02,0.08,0.18,0.32,0.01,0.24,0.01,0.01,0.25,0.25,0,0.01,0.27,0,0.01,0.01,0.1,0.2,0,1.25,1.45,0.29,0.01,0.25,0,0
学5栋5141室电表,0,0.01,0,0,0,0,0,0.01,0,0,0.01,0.01,0.01,1.58,1.76,0.91,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0.01,0,0,0
学5栋5146室电表,1.67,1.58,0.32,0.4,0.02,0.23,0,0.01,0.26,0.01,0,0.01,0.21,0,0,0.21,0,0,0.15,0.08,0.03,0.14,0.23,0.06,0.52,0.31,0.29,0.02,0,0.23,0,0
学5栋5201室电表,1.13,0.2,0.02,0.02,0.01,0.01,0.39,0.01,1.41,0.78,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,1.07,0.91,0.07,0.43,0.06,0.06,0.06,0.05,0,0
学5栋5202室电表,0.52,0.12,0.06,0.04,0.31,0.04,0.04,0.04,0.15,0.29,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.9,1.75,1.45,0.3,0.12,0.12,0.38,0.12,0,0
学5栋5203室电表,0.81,1.77,0.3,0.09,0.35,0.08,0.07,0.08,0.08,1.19,1.49,1.24,1.22,1.3,1.11,1.08,1.03,1.24,1.07,0.91,1.06,0.98,1.34,0.55,0.38,0.44,0.41,0.11,0.09,0.1,0,0
学5栋5205室电表,0.98,1.14,0.07,0.02,0.02,0.02,0.02,0.01,0.38,2.13,1.19,1.12,1.08,1.06,1.01,0.97,1.39,0.94,0.94,0.99,0.93,0.89,1.09,0.56,0.13,0.1,0.88,0.92,0.91,1.3,0,0
学5栋5206室电表,0.48,0.48,0.58,0.81,0.51,0.43,0.56,0.49,0.54,0.98,0.52,0.52,0.51,0.61,0.88,0.52,0.51,0.52,0.52,0.79,0.51,0.52,0.54,0.58,0.84,0.59,0.63,0.59,0.55,0.76,0,0
学5栋5207室电表,0.94,0.34,0.03,0.01,0.01,0.32,0.02,0.01,0.01,0.61,0,0,0.01,0,0.01,0,0,0.01,0,0.01,0,0,0.89,2.1,0.04,0.43,0.02,0.02,0.02,0.01,0,0
学5栋5208室电表,0.22,0.72,0.2,0.38,0.2,0.39,0.2,0.74,0.33,0.78,0.61,0.43,0.61,0.43,0.61,0.77,0.62,0.43,0.61,0.44,0.61,0.78,0.73,2.01,0.24,0.32,0.27,0.21,0.42,0.51,0,0
学5栋5209室电表,1.08,1.1,1.19,1,1.25,1.06,0.85,0.82,0.53,1.23,1.33,0.78,0.79,0.92,0.81,0.75,1.08,0.74,0.8,0.71,0.79,0.8,1.18,0.77,1.49,1.21,0.8,0.85,0.85,0.7,0,0
学5栋5212室电表,0.31,0.55,0.12,0.1,0.1,0.1,0.1,0.44,0.07,0.1,0.11,0.1,0.11,0.57,0.39,0.3,0.19,0.06,0.16,0.2,0.55,0.2,0,0,0,0.24,0.4,0.12,0.12,0.13,0,0
学5栋5213室电表,0.95,1.02,0.66,0.83,0.88,0.58,0.72,1.11,0,0.55,0.01,0.01,0,0.01,1.75,0.53,0.02,0,0.01,0.01,0,1.06,1.22,1.25,0.83,0.8,0.6,0.74,0.99,0.67,0,0
学5栋5215室电表,0.84,0.53,0.47,0.58,0.75,0.6,0.41,0.41,0.43,0.51,0.48,0.8,0.48,0.47,0.42,0.41,0.41,0.77,0.41,0.1,0.05,0.17,0.82,1.55,0.8,0.72,0.31,0.04,0.37,0.03,0,0
学5栋5216室电表,0.5,0.09,0.07,0.08,0.07,0.08,0.35,0.07,0.06,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.8,0.81,1.63,0.87,0.95,1.03,1.09,0,0
学5栋5217室电表,0.34,1.03,0.02,0.17,0.06,0.01,0.01,0.22,0.01,0.99,0,0,0,0,1.15,0.03,0,0,0,0,0,0.49,0.09,0.1,0.31,0.38,0.68,0.06,0.09,0.26,0,0
学5栋5218室电表,0.63,0.02,0.01,0.02,0.01,0.14,0.22,0.33,0.56,1.64,0.05,0,0.01,0.25,2.04,0.21,0.07,0.1,0.37,0.07,0.08,0.1,0.08,0.67,0.04,0.01,0.01,0.02,0.34,0.01,0,0
学5栋5219室电表,0.2,0.21,0.18,0.14,0.14,0.51,0.14,0.1,0.15,0.52,0.16,0.16,0.15,0.16,0.19,0.54,0.16,0.16,0.15,0.16,0.16,0.5,0.24,0.2,0.47,0.19,0.17,0.17,0.16,0.16,0,0
学5栋5221室电表,0.45,0.42,0.38,0.52,0.38,0.75,0.38,0.3,0.61,1.75,0.78,0.43,0.42,0.5,0.8,1.07,0.7,0.78,0.54,0.68,0.65,0.63,1.04,0.85,0.63,0.57,0.92,0.68,0.5,0.57,0,0
学5栋5225室电表,1.32,0.59,0.01,0.01,0.01,0.31,0.02,0.03,0.16,0.94,0.01,0,0.01,0.53,0.15,0.07,0.01,0,0.01,0,0.01,0.59,0,0.34,0.51,0.01,0.01,0.01,0.3,0.02,0,0
学5栋5226室电表,0.48,0.17,0.17,0.17,0.44,0.17,0.17,0.12,0.03,1.57,0.57,0.19,0.19,0.52,0.12,0.16,0.27,0.27,0.55,0.27,0.27,0.38,0.31,0.66,0.23,0.18,0.18,0.3,0.33,0.18,0,0
学5栋5228室电表,1.97,2.81,0.95,0.87,0.69,0.57,1.01,0.91,0.02,0.7,0.01,0,0,0.03,0.38,0.02,0.01,0,0,0.01,0,0.55,1.11,1.01,0.99,0.62,1.3,2.19,0.58,0.66,0,0
学5栋5230室电表,0.87,2.02,0.01,0.01,0.01,0.02,0.01,0.42,0.17,1.75,0,0,0,0.5,1.88,0,0,0,0,0,0,0,0,0,0.61,0.01,0.01,0.01,0.01,0.07,0,0
学5栋5231室电表,0.76,0.01,0.01,0.01,0.01,0.01,0.38,0.16,0.11,1.51,0.01,0,0.01,0.48,0.7,0.01,0.01,0,0.01,0.02,0,0.01,0.61,0.14,0.11,0.02,0.35,0.06,0.01,0.01,0,0
学5栋5232室电表,0.86,1,1.46,0.69,0.62,0.65,0.66,1.21,0.68,1.21,0.67,0.64,0.82,0.57,0.56,0.54,0.59,0.62,1.04,0.56,0.61,0.74,1.5,0.6,0.61,0.52,0.52,0.51,0.49,0.99,0,0
学5栋5233室电表,0.17,0.91,0.02,0.02,0.01,0.33,0.02,0.4,0.01,0.02,0,0,0.01,0.29,0.3,0.01,0,0.01,0,0.01,0,0.47,0.06,0.12,1.12,1.42,0.02,0.01,0.02,0.01,0,0
学5栋5235室电表,0.37,0.64,0.15,0.14,0.15,0.15,0.4,0.2,0.52,1.88,0.33,0.31,0.37,0.65,0.91,0.25,0.27,0.26,0.58,0.27,0.27,0.28,0.34,0.27,0.28,0.22,0.16,0.15,0.15,0.15,0,0
学5栋5236室电表,0.68,0.57,0.33,0.32,0.67,0.5,0.3,0.5,0.42,1.73,0,0.01,0,0.6,0.47,0.02,0.01,0,0,0.01,0,0.53,0.65,1.62,0.66,0.66,0.32,0.3,0.32,0.5,0,0
学5栋5237室电表,0.83,0.99,0.71,0.77,0.7,1.14,0.62,0.74,0.01,0.08,0.01,0,0,0.48,0.19,0.03,0.01,0,0,0,0,0.64,0,0,0.58,0.11,0.1,0.11,0.1,0.11,0,0
学5栋5238室电表,0.42,0.02,0.01,0.02,0.38,0.02,0.01,0.43,0,2.42,0.58,0.42,0.59,0.29,0.94,0.46,0.28,0.4,0.45,0.44,0.27,0.9,2.07,0.75,1.64,0.62,0.65,0.63,0.74,0.6,0,0
学5栋5239室电表,0,0.49,0.03,0.01,0.01,0.02,0.33,0.02,0.33,1.26,0.01,0,0.01,0.02,0.31,0.01,0,0.01,0,0.01,0,0.45,0.05,1.57,0.37,0.04,0.02,0.01,0.34,0.02,0,0
学5栋5252室电表,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,1.13,0.02,0,0.01,0,0.01,0.01,0,0.01,0.61,1.71,0.3,0.2,0.06,0.05,0.06,0.06,0,0
学5栋5309室电表,1.35,1.61,0.76,0.8,0.83,1.09,0.58,0.75,0.42,0.01,0.01,0.32,0,0.08,0.36,0.02,0.03,0.05,0.25,0.53,0.28,0.3,0.29,0.3,0.58,0.02,0.02,0.01,0.29,0.01,0,0
学5栋5311室电表,1.06,0.1,0.01,0.02,0.3,0,0.02,0.01,0.02,0,0,0.14,0,0.55,0.15,0,0.01,0.05,0.49,0.15,0.15,0.16,0.18,0.16,1.47,0.03,0.01,0.01,0.32,0.01,0,0
学5栋5312室电表,1.13,1.11,1.05,0.95,1.09,1.06,0.55,1.08,0.09,0.01,0,0.29,0,1.45,1.11,0.5,0,0.01,0.63,0.05,0.03,0.44,1.4,0.12,0.08,0.09,0.09,0.16,0.35,0.09,0,0
学5栋5313室电表,0.39,0.02,0.01,0.29,0.02,0.01,0.02,0.03,0.19,0.01,0.01,0.21,0,0.31,0.13,0,0.01,0.01,0.93,0.82,0.43,0.54,0.01,0.23,0.36,0.76,0.01,0.02,0.26,0.02,0,0
学5栋5315室电表,0.93,0.55,0.55,0.61,0.65,0.39,0.88,0.33,1.33,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,1.1,0.08,0.03,0.34,0.02,0.01,0.01,0.01,0,0
学5栋5316室电表,0.14,1.81,0.76,0.88,1.09,0.36,0.77,0.62,1.22,0.99,0.78,1.07,0.75,0.71,0.78,0.62,0.8,0.78,0.9,0.63,0.7,0.7,0.65,0.65,0.99,0.62,0.57,0.5,0.59,0.52,0,0
学5栋5318室电表,0.65,0.89,0.29,0.48,0.46,0.54,0.22,0.45,0.43,0.95,0.24,0.24,0.24,0.24,0.5,0.24,0.24,0.24,0.24,0.51,0.24,0.24,0.24,0.24,0.5,0.31,0.43,0.06,0.06,0.06,0,0
学5栋5319室电表,0.67,1.1,1.09,0.79,0.99,0.5,1.07,0.74,0.48,0,0.01,0.01,0,0.35,0.08,0.01,0,0,0.32,0.24,0.01,0,0.01,0.31,0.47,0.99,0.06,0.06,0.06,0.36,0,0
学5栋5320室电表,1.41,0.81,0.72,0.61,0.79,0.8,0.79,0.71,0.99,0.58,0.01,0,0.01,0,0.01,0,0.01,0.01,0,0.01,0,0.01,1.8,1.18,0.75,0.77,0.63,1.01,0.71,0.62,0,0
学5栋5321室电表,0.06,0.05,0.06,0.05,0.04,0.44,0.05,0.09,0.63,0.08,0.08,0.07,0.06,0.83,0.26,0.23,0.26,0.25,1.84,0.96,0.48,0.47,0.44,1.06,2.24,0.97,0.08,0.08,0.09,0.08,0,0
学5栋5322室电表,0.01,1.53,0.08,0.02,0,0.25,0.02,0.01,0.03,0.7,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,1.16,0.44,0.12,0.15,0.37,0.13,0.13,0.13,0,0
学5栋5323室电表,1,0.05,0.02,0.01,0.01,0.02,0.01,0.6,0.27,1.33,0,0,0,0.4,0.58,0,0,0,0,0,0,0.05,0.42,0.1,0.1,0.73,0.02,0.01,0.02,0.01,0,0
学5栋5325室电表,0.21,0.65,0.05,0.06,0.05,0.05,0.35,0.06,0.05,0,0.32,0,0.01,0.4,0.02,0.01,0,0.01,0.44,0,0.42,0.14,0.17,0.25,0.93,0.04,0.02,0.01,0.02,0.32,0,0
学5栋5326室电表,0.09,0.8,0.95,0.85,0.52,1.17,0.77,0.72,0.37,0.49,0,0.36,0,0.1,0.03,0.01,0,0,0.45,0.13,0.03,0.42,0.11,0.11,1.15,1.43,0.15,0.14,0.15,0.29,0,0
学5栋5327室电表,0.01,0.32,0.01,0.01,0.01,0,0.3,0.09,0.04,0.01,0.26,0,0,0.37,0.11,0.01,0,0,0.4,0.03,0.01,0.96,1.93,0.31,0.01,0.01,0.29,0.01,0.01,0.01,0,0
学5栋5328室电表,0.57,0.5,1.52,1.05,0.98,1.08,0.89,0.87,0.01,0,0.22,0,0.5,2.62,2.39,0.02,0.01,0,0.1,0.05,0.45,0.5,0.51,0.69,0.67,0.63,0.19,0.13,0.13,0.4,0,0
学5栋5329室电表,2.83,2.64,0.75,0.61,1.12,0.74,0.48,1.82,0,0,0.35,0,0,1.72,0.56,0,0,0,0.09,0.04,0.45,1.09,1.19,1.47,1.77,1.37,0.92,0.9,0.53,0.57,0,0
学5栋5330室电表,0.45,1.28,0.07,0.06,0.33,0.07,0.06,0.09,0.55,0,0.37,0,0,0.16,0.39,0.03,0,0,1.02,0.29,0,0.81,0.16,0.5,0.27,0.06,0.05,0.32,0.05,0.06,0,0
学5栋5331室电表,1.45,1.03,0.01,0.25,0.01,0.01,0.01,0.34,0,0.01,0.35,0,0.01,0.1,0.4,0,0.12,0.19,0.44,0.05,0.05,0.18,0.41,0.27,0.14,0.04,0.01,0.01,0.27,0.01,0,0
学5栋5332室电表,0.96,0.71,0.11,0.11,0.21,0.27,0.11,0.12,0.15,0.2,0.23,0,0.01,1.05,0.14,0.04,0.01,0,0,0.48,0.13,0.52,0.14,0.15,1.15,0.14,0.1,0.1,0.36,0.1,0,0
学5栋5333室电表,0.33,0.73,0.08,0.08,0.09,0.08,0.08,0.12,1.55,1.2,0.09,0,0.01,0.73,0.17,0,0.03,0.13,0.13,0.51,0.12,0.13,0.12,0.14,0.18,0.44,0.09,0.08,0.41,0.08,0,0
学5栋5335室电表,0.17,0.14,0.11,0.45,0.1,0.1,0.09,0.11,0.41,0,0.01,0,0,0.19,0.51,0,0,0,0,0,0,0.47,0.11,0.09,0.09,0.54,0.55,0.83,0.28,0.43,0,0
学5栋5336室电表,1.12,0.8,0.72,0.62,0.65,0.92,0.64,1.03,0.54,0.01,0.01,0,0.01,0.37,0.02,0.01,0,0.42,1.58,0.33,0.06,0.15,2.21,0.9,0.98,0.79,0.57,0.59,0.58,0.85,0,0
学5栋5337室电表,0.64,0.7,0.76,0.57,0.95,0.66,0.67,0.57,1,0.61,0.58,0.58,0.57,1.04,0.57,0.49,0.49,0.57,0.85,0.53,0.58,0.39,0.58,0.67,0.57,0.53,0.45,0.82,0.44,0.55,0,0
学5栋5338室电表,0.13,0.39,0.12,0.1,0.05,0.05,0.37,0.07,0,0,0.39,0.01,0,0.61,0.16,0.17,0.18,0.51,0.19,0,0.07,1.29,0.28,0.61,0.13,0.1,0.06,0.05,0.38,0.05,0,0
学5栋5340室电表,0.65,0.38,0.02,0.01,0.01,0.01,0.43,0.03,0.01,1.05,0.01,0,0.01,0.11,0.69,0.01,0,0.01,0,0.01,0,0.51,0.03,0,0.01,0,0.49,0.02,0.01,0.01,0,0
学5栋5341室电表,0.34,1.25,2.08,0.77,0.12,0.11,0.11,0.44,0.69,0.51,0.11,0.12,0.12,0.44,0.12,0.12,0.12,0.11,0.44,0.13,0.12,0.12,0.16,0.61,1.93,1.3,1.06,0.06,0.05,0.06,0,0
学5栋5342室电表,1.24,0.01,0.02,0.02,0.01,0.02,0.02,0.46,0.13,1.67,0,0,0,0.36,0.49,0.01,0,0,0,0,0,0.49,0.18,0.5,1.32,0.02,0.01,0.02,0.01,0.02,0,0
学5栋5348室电表,0.86,0.89,1.17,0.78,0.82,0.84,0.8,0.96,1.13,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学5栋5350室电表,1.97,1.1,0.78,0.47,0.46,0.93,0.44,0.45,1.09,0.07,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0,0.9,0.15,0.17,0.81,0.12,0.07,0.05,0.06,0,0
学5栋5352室电表,0.02,0.01,0.03,0.3,0.02,0.02,0.01,0.02,0.31,0.02,0.02,0.02,0.01,0.32,0.02,0.02,0.02,0.01,0.35,0.02,0.02,0.02,0.02,0.34,0.77,1.67,0.12,0.05,0.01,0.33,0,0
学5栋5401室电表,2.72,1.54,0.26,0.2,0.01,0,0.2,0.35,0.2,0.2,0.01,0.18,0.03,0.64,0.34,0.2,0.01,0,0.2,0,0,0.22,1.34,2.59,1.97,0.28,1.24,1.84,0.33,0.01,0,0
学5栋5402室电表,0.95,0.01,0.02,0,0.01,0,0,0.36,0.27,0,0,0.01,0,0.03,0.45,0.03,0.02,0.02,0,0.02,0.01,0,0.81,2.59,0.38,0.01,0.01,0.01,0.42,0,0,0
学5栋5403室电表,1.7,1.25,0.02,0.02,0.02,0.37,0.02,0.03,1.04,0.86,0.03,0.35,0.02,0.04,0.04,0.37,0.03,0.03,0.02,0.04,0.38,0.03,0.06,2.37,1.99,1.17,0.04,0,0.01,0.35,0,0
学5栋5405室电表,1.64,0.07,0.04,0.03,0.03,0.04,0.04,0.43,1.09,1.32,0.03,0.02,0.02,0.15,0.17,0.4,0.02,0.02,0.02,0.03,0.02,0.02,0.15,0.57,0.47,2.07,0.6,0.04,0.05,0.05,0,0
学5栋5406室电表,1.77,1.16,0.62,0.78,0.56,0.71,0.74,0.48,0.02,0.07,0.29,0.06,0.06,0.4,0.79,0.08,0.01,0.04,0.2,0.09,0.08,0.27,1.62,2.64,1.01,0.07,0.25,0.02,0.01,0.24,0,0
学5栋5407室电表,1.74,0.02,0,0,0.01,0.46,0,0.71,1.02,0,0.01,0,0,0.55,0.06,0.01,0.35,0.14,0.01,0.03,0.01,0,0.66,1.7,1.8,0.02,0,0,0.01,0,0,0
学5栋5408室电表,0.25,0.33,0,0.01,0,0,0.01,0.29,0.02,0.01,0.29,0,0,0.03,0.28,0.06,0,0.01,0,0.02,0,0.08,1.34,1.52,0.39,0.02,0.01,0.01,0.29,0,0,0
学5栋5409室电表,1.89,0.64,0.04,0.22,0.16,0.05,0.04,0.01,0.35,0.04,0.05,0.32,0.04,0.06,0.08,0.3,0.01,0,0.01,0.03,0.34,0.04,0.09,1.81,1.87,0.66,0.01,0,0.31,0.01,0,0
学5栋5410室电表,2.07,1.13,0,0,0.01,0,0,0.3,0.59,0,0,0.01,0.13,0.4,0.25,0.58,0,0,0.01,0.23,0.16,0,0.73,2.8,1.52,0.01,0,0.01,0,0.01,0,0
学5栋5411室电表,0.8,0.59,0.56,0.55,0.46,0.66,0.51,0.61,0.12,0.1,0.1,0,0.09,0.12,0.12,0.1,0.04,0.11,0.12,0.04,0.04,0.08,0.5,2.26,0.14,0.1,0.1,0.08,0.09,0.08,0,0
学5栋5412室电表,1.27,0.01,0,0.32,0.01,0,0,0.04,0.37,0,0.01,0,0,0.03,0.03,0.38,0,0,0,0.02,0,0.01,0.9,1.88,1.72,0.02,0.01,0.32,0,0.01,0,0
学5栋5413室电表,0.38,0.29,0.01,0,0.3,0,0,0.33,0.63,0.32,0.02,0,0.31,0.03,0.01,0.03,0.01,0.36,0.01,0.04,0.05,0.03,0.68,0.43,1.03,0.04,0.31,0.01,0.3,0,0,0
学5栋5415室电表,1.46,0.04,0.02,0.02,0.02,0.02,0.42,0.05,0.07,0.46,0.02,0.02,0.01,0.56,0.05,0.03,0.02,0.41,0.04,0.04,0.02,0.01,1.07,2.08,1.94,1,0.05,0.02,0.02,0.02,0,0
